33314,Dania Beach
33836,Davenport
33837,Davenport
33896,Davenport
33897,Davenport
33024,Davie
33312,Davie
33314,Davie
33317,Davie
33324,Davie
33325,Davie
33326,Davie
33328,Davie
33329,Davie
33330,Davie
33331,Davie
33332,Davie
33355,Davie
32013,Day
32116,Dayt Bch Sh
32118,Dayt Bch Sh
32114,Daytona Beach
32115,Daytona Beach
32116,Daytona Beach
32117,Daytona Beach
32118,Daytona Beach
32119,Daytona Beach
32120,Daytona Beach
32121,Daytona Beach
32122,Daytona Beach
32123,Daytona Beach
32124,Daytona Beach
32125,Daytona Beach
32126,Daytona Beach
32198,Daytona Beach
32116,Daytona Beach Shores
32118,Daytona Beach Shores
32130,De Leon Springs
32713,Debary
32753,Debary
32778,Deer Island
33441,Deerfield Bch
33442,Deerfield Bch
33443,Deerfield Bch
33064,Deerfield Beach
33069,Deerfield Beach
33073,Deerfield Beach
33441,Deerfield Beach
33442,Deerfield Beach
33443,Deerfield Beach
32433,Defuniak Springs
32435,Defuniak Springs
32720,Deland
32721,Deland
32722,Deland
32723,Deland
32724,Deland
33444,Delray Beach
33445,Delray Beach
33446,Delray Beach
33448,Delray Beach
33482,Delray Beach
33483,Delray Beach
33484,Delray Beach
32725,Deltona
32728,Deltona
32738,Deltona
32739,Deltona
32540,Destin
32541,Destin
32550,Destin
32542,Dfafs
32219,Dinsmore
32030,Doctors Inlet
32784,Dona Vista
33122,Doral
33126,Doral
33166,Doral
33172,Doral
33178,Doral
33182,Doral
33122,Doral Branch
33172,Doral Branch
33527,Dover
32060,Dowling Park
32064,Dowling Park
33147,Dr Martin Luther King Jr
33050,Duck Key
34219,Duette
32542,Duke Field AFS
33838,Dundee
34697,Dunedin
34698,Dunedin
34430,Dunnellon
34431,Dunnellon
34432,Dunnellon
34433,Dunnellon
34434,Dunnellon
33530,Durant
33839,Eagle Lake
32631,Earleton
33994,East Fort Myers
32131,East Palatka
32328,East Point
33040,East Rockland Key
33040,East Rockland Ky
32133,Eastlake Weir
32328,Eastpoint
32403,Eastside
32404,Eastside
33840,Eaton Park
32751,Eatonville
32934,Eau Gallie
32936,Eau Gallie
32437,Ebro
32149,Edgar
32132,Edgewater
32141,Edgewater
32809,Edgewood
32839,Edgewood
32559,Educ Dev Ctr Corresp
32542,Eglin
32542,Eglin AFB
33927,El Jobean
33138,El Portal
33150,El Portal
34680,Elfers
32542,Elgin
32542,Elgin AFB
32033,Elkton
34222,Ellenton
33880,Eloise
34223,Englewood
34224,Englewood
34295,Englewood
34223,Englewood Beach
32725,Enterprise
33928,Estero
33929,Estero
32425,Esto
32726,Eustis
32727,Eustis
32736,Eustis
34139,Everglades
33331,Everglades Br
33332,Everglades Br
34139,Everglades City
33030,Everglades National Park
32633,Evinston
33901,F M
32634,Fairfield
32693,Fanning Springs
33194,Father Felix Varela
33854,Fedhaven
33930,Felda
32948,Fellsmere
32730,Fern Park
32034,Fernandina
32035,Fernandina
32034,Fernandina Beach
32035,Fernandina Beach
34729,Ferndale
33001,Fiesta Key
33394,Financial Plaza
33109,Fisher Island
33139,Fisher Island
32035,Five Points Hamilton
32198,Fl Reg Lib Bl
32198,Fl Regional Library for Blin
32395,Fl State Lot
32313,Fl State University Student
32136,Flagler Beach
32143,Flagler Beach
33034,Flamingo Ldge
33034,Flamingo Lodge
32003,Fleming Island
32006,Fleming Island
32003,Fleming Isle
32006,Fleming Isle
32686,Flemington
33199,Flinternational University
32140,Florahome
34436,Floral City
33885,Florence Vill
33881,Florence Villa
33885,Florence Villa
32307,Florida A & M
32307,Florida A and M University
33034,Florida City
33035,Florida City
32026,Florida Dept of Corrections
33965,Florida Gulf Coast University
33199,Florida International University
33188,Florida Power & Light Co
32313,Florida State
32395,Florida State Lottery
32306,Florida State University
32313,Florida State University
32306,Florida State University Admin
33901,FMY
32714,Forest City
33952,Fort Charlotte
33935,Fort Denaud
33040,Fort Jefferson National Mon
33301,Fort Lauderdale
33302,Fort Lauderdale
33303,Fort Lauderdale
33304,Fort Lauderdale
33305,Fort Lauderdale
33306,Fort Lauderdale
33307,Fort Lauderdale
33308,Fort Lauderdale
33309,Fort Lauderdale
33310,Fort Lauderdale
33311,Fort Lauderdale
33312,Fort Lauderdale
33313,Fort Lauderdale
33314,Fort Lauderdale
33315,Fort Lauderdale
33316,Fort Lauderdale
33317,Fort Lauderdale
33318,Fort Lauderdale
33319,Fort Lauderdale
33320,Fort Lauderdale
33321,Fort Lauderdale
33322,Fort Lauderdale
33323,Fort Lauderdale
33324,Fort Lauderdale
33325,Fort Lauderdale
33326,Fort Lauderdale
33327,Fort Lauderdale
33328,Fort Lauderdale
33329,Fort Lauderdale
33330,Fort Lauderdale
33331,Fort Lauderdale
33332,Fort Lauderdale
33334,Fort Lauderdale
33335,Fort Lauderdale
33336,Fort Lauderdale
33337,Fort Lauderdale
33338,Fort Lauderdale
33339,Fort Lauderdale
33340,Fort Lauderdale
33345,Fort Lauderdale
33346,Fort Lauderdale
33348,Fort Lauderdale
33349,Fort Lauderdale
33351,Fort Lauderdale
33355,Fort Lauderdale
33359,Fort Lauderdale
33388,Fort Lauderdale
33394,Fort Lauderdale
32134,Fort Mc Coy
33841,Fort Meade
33900,Fort Myers
33901,Fort Myers
33902,Fort Myers
33903,Fort Myers
33905,Fort Myers
33906,Fort Myers
33907,Fort Myers
33908,Fort Myers
33911,Fort Myers
33912,Fort Myers
33913,Fort Myers
33916,Fort Myers
33917,Fort Myers
33918,Fort Myers
33919,Fort Myers
33965,Fort Myers
33966,Fort Myers
33967,Fort Myers
33990,Fort Myers
33993,Fort Myers
33994,Fort Myers
33931,Fort Myers Bch
33932,Fort Myers Bch
33931,Fort Myers Beach
33932,Fort Myers Beach
34267,Fort Ogden
34945,Fort Pierce
34946,Fort Pierce
34947,Fort Pierce
34948,Fort Pierce
34949,Fort Pierce
34950,Fort Pierce
34951,Fort Pierce
34952,Fort Pierce
34953,Fort Pierce
34954,Fort Pierce
34979,Fort Pierce
34981,Fort Pierce
34982,Fort Pierce
34983,Fort Pierce
34984,Fort Pierce
34985,Fort Pierce
34986,Fort Pierce
34987,Fort Pierce
34988,Fort Pierce
32547,Fort Walton Bch
32548,Fort Walton Bch
32549,Fort Walton Bch
32547,Fort Walton Beach
32548,Fort Walton Beach
32549,Fort Walton Beach
32038,Fort White
32438,Fountain
32439,Freeport
33843,Frostproof
32259,Fruit Cove
34731,Fruitland Park
33158,Gables
33234,Gables
33156,Gables by the Sea
32601,Gainesville
32602,Gainesville
32603,Gainesville
32604,Gainesville
32605,Gainesville
32606,Gainesville
32607,Gainesville
32608,Gainesville
32609,Gainesville
32610,Gainesville
32611,Gainesville
32612,Gainesville
32613,Gainesville
32614,Gainesville
32627,Gainesville
32635,Gainesville
32641,Gainesville
32653,Gainesville
32896,GE Capital
32732,Geneva
32139,Georgetown
33805,Gibsonia
33534,Gibsonton
33406,Glen Ridge
32040,Glen Saint Mary
32040,Glen St Mary
32720,Glenwood
32722,Glenwood
33160,Golden Beach
34116,Golden Gate
33008,Golden Isles
33009,Golden Isles
33008,Golden Isles Postal Store
32733,Goldenrod
32560,Gonzalez
34746,Good Samaritan
34140,Goodland
34734,Gotha
33170,Goulds
32440,Graceville
32042,Graham
32735,Grand Island
32442,Grand Ridge
32413,Grande Pointe
32138,Grandin
32909,Grant
32949,Grant
32950,Grant
32909,Grant Valkaria
32949,Grant Valkaria
32950,Grant Valkaria
32909,Grant Vlkria
32949,Grant Vlkria
32950,Grant Vlkria
33050,Grassy Key
33413,Green Acres
33415,Green Acres
33454,Green Acres
33463,Green Acres
33467,Green Acres
32043,Green Cove Springs
32043,Green Cv Springs
33413,Greenacres
33415,Greenacres
33454,Greenacres
33463,Greenacres
33467,Greenacres
32330,Greensboro
32331,Greenville
32443,Greenwood
32332,Gretna
34224,Grove City
34736,Groveland
34737,Groveland
32561,Gulf Breeze
32562,Gulf Breeze
32563,Gulf Breeze
32566,Gulf Breeze
32639,Gulf Hammock
32520,Gulf Power
33483,Gulf Stream
33707,Gulfport
33711,Gulfport
33844,Haines City
33845,Haines City
34788,Haines Creek
33008,Hallandale
33009,Hallandale
33009,Hallandale Beach
33009,Halndle Bch
32044,Hampton
34773,Harmony
32919,Harris Corp
32919,Harris Corporation
32145,Hastings
32333,Havana
33409,Haverhill
33415,Haverhill
33417,Haverhill
33422,Haverhill
32640,Hawthorne
32887,HBJ
32746,Heathrow
34442,Hernando
34607,Hernando Bch
34607,Hernando Beach
33002,Hialeah
33010,Hialeah
33011,Hialeah
33012,Hialeah
33013,Hialeah
33014,Hialeah
33015,Hialeah
33016,Hialeah
33017,Hialeah
33018,Hialeah
33010,Hialeah Gardens
33016,Hialeah Gardens
33018,Hialeah Gardens
33016,Hialeah Gdns
33018,Hialeah Gdns
33014,Hialeah Lakes
33015,Hialeah Lakes
32818,Hiawassee
32643,High Springs
32655,High Springs
33487,Highland Bch
33487,Highland Beach
33846,Highland City
33081,Hillcrest
32046,Hilliard
33062,Hillsboro Bch
33062,Hillsboro Beach
33455,Hobe Sound
33475,Hobe Sound
34445,Holder
34690,Holiday
34691,Holiday
34692,Holiday
32147,Hollister
32117,Holly Hill
32125,Holly Hill
33019,Hollywood
33020,Hollywood
33021,Hollywood
33022,Hollywood
33023,Hollywood
33024,Hollywood
33025,Hollywood
33026,Hollywood
33027,Hollywood
33028,Hollywood
33029,Hollywood
33081,Hollywood
33082,Hollywood
33083,Hollywood
33084,Hollywood
33312,Hollywood
33314,Hollywood
33316,Hollywood
33332,Hollywood
34217,Holmes Beach
34218,Holmes Beach
32564,Holt
33729,Home Shopping
33650,Home Shopping Club
33847,Homeland
33030,Homestead
33031,Homestead
33032,Homestead
33033,Homestead
33034,Homestead
33035,Homestead
33039,Homestead
33090,Homestead
33092,Homestead
33039,Homestead AFB
33039,Homestead Air Force Base
34446,Homosassa
34448,Homosassa
34487,Homosassa
34447,Homosassa Springs
32648,Horseshoe Bch
32648,Horseshoe Beach
32334,Hosford
32887,Houghton Mifflin Harcourt
34737,Howey In Hls
34797,Howey In Hls
34737,Howey in the Hills
34797,Howey in the Hills
34667,Hudson
34669,Hudson
34674,Hudson
32544,Hurlburt Field
34949,Hutchinson Island
33462,Hypoluxo
34142,Immokalee
34143,Immokalee
33154,Ind Crk Village
32937,Ind Hbr Bch
32903,Indialantic
33154,Indian Creek
33154,Indian Creek Village
32937,Indian Harbour Beach
33855,Indian Lake Estates
33855,Indian Lk Est
32963,Indian River Shores
33785,Indian Rk Bch
33786,Indian Rk Bch
33785,Indian Rks Beach
33786,Indian Rks Beach
33785,Indian Rocks Beach
33786,Indian Rocks Beach
33785,Indian Shores
34956,Indiantown
32937,Indn Hbr Bch
32963,Indn Riv Shrs
34223,Inglewood
34224,Inglewood
34295,Inglewood
34449,Inglis
32413,Inlet Beach
33848,Intercession City
32907,Interchange Square
32148,Interlachen
32149,Interlachen
33112,International Service Center
33848,Intrcsion City
34450,Inverness
34451,Inverness
34452,Inverness
34453,Inverness
33319,Inverrary
32686,Irvine
33036,Islamorada
33070,Islamorada
32654,Island Grove
34636,Istachatta
32099,Jacksonville
32201,Jacksonville
32202,Jacksonville
32203,Jacksonville
32204,Jacksonville
32205,Jacksonville
32206,Jacksonville
32207,Jacksonville
32208,Jacksonville
32209,Jacksonville
32210,Jacksonville
32211,Jacksonville
32212,Jacksonville
32214,Jacksonville
32215,Jacksonville
32216,Jacksonville
32217,Jacksonville
32218,Jacksonville
32219,Jacksonville
32220,Jacksonville
32221,Jacksonville
32222,Jacksonville
32223,Jacksonville
32224,Jacksonville
32225,Jacksonville
32226,Jacksonville
32227,Jacksonville
32228,Jacksonville
32229,Jacksonville
32230,Jacksonville
32231,Jacksonville
32232,Jacksonville
32233,Jacksonville
32234,Jacksonville
32235,Jacksonville
32236,Jacksonville
32237,Jacksonville
32238,Jacksonville
32239,Jacksonville
32240,Jacksonville
32241,Jacksonville
32244,Jacksonville
32245,Jacksonville
32246,Jacksonville
32247,Jacksonville
32250,Jacksonville
32254,Jacksonville
32255,Jacksonville
32256,Jacksonville
32257,Jacksonville
32258,Jacksonville
32259,Jacksonville
32260,Jacksonville
32266,Jacksonville
32277,Jacksonville
32227,Jacksonville Beach
32240,Jacksonville Beach
32250,Jacksonville Beach
32212,Jacksonville N A S
32212,Jacksonville Naval Air Stati
32214,Jacksonville Naval Hospital
32431,Jacob
32052,Jasper
32201,JAX
32202,JAX
32203,JAX
32204,JAX
32205,JAX
32206,JAX
32207,JAX
32208,JAX
32209,JAX
32210,JAX
32211,JAX
32212,JAX
32214,JAX
32215,JAX
32216,JAX
32217,JAX
32218,JAX
32219,JAX
32220,JAX
32221,JAX
32222,JAX
32223,JAX
32224,JAX
32225,JAX
32226,JAX
32227,JAX
32228,JAX
32229,JAX
32230,JAX
32231,JAX
32232,JAX
32233,JAX
32234,JAX
32235,JAX
32236,JAX
32237,JAX
32238,JAX
32239,JAX
32240,JAX
32241,JAX
32244,JAX
32245,JAX
32246,JAX
32247,JAX
32250,JAX
32254,JAX
32255,JAX
32256,JAX
32257,JAX
32258,JAX
32259,JAX
32260,JAX
32266,JAX
32277,JAX
32227,JAX Bch
32240,JAX Bch
32250,JAX Bch
32250,JAX Beach
32212,JAX Naval AIR
32214,JAX Naval Hos
32565,Jay
32359,Jena
32053,Jennings
34957,Jensen Beach
34958,Jensen Beach
34141,Jerome
33708,Johns Pass
32669,Jonesville
33880,JPV
32259,Julington Creek
32259,Julington Crk
33408,Juno Beach
33458,Jupiter
33468,Jupiter
33469,Jupiter
33477,Jupiter
33478,Jupiter
33469,Jupiter Inlet
33469,Jupiter Inlet Colony
33849,Kathleen
34739,Kenansville
33156,Kendall
33158,Kendall
33173,Kendall
33176,Kendall
33183,Kendall
33186,Kendall
33193,Kendall
33196,Kendall
33256,Kendall
33283,Kendall
33296,Kendall
32815,Kennedy Sp Ct
32899,Kennedy Sp Ct
32815,Kennedy Space Center
32899,Kennedy Space Center
33709,Kenneth City
33149,Key Biscayne
33051,Key Col Bch
33051,Key Colony Beach
33037,Key Largo
33040,Key West
33041,Key West
33045,Key West
33040,Key West Nas
33040,Key West Naval Air Station
32656,Keystone Heights
32656,Keystone Hgts
33261,Keystone Islands
34740,Killarney
32449,Kinard
32091,Kingsley Lake
34741,Kissimmee
34742,Kissimmee
34743,Kissimmee
34744,Kissimmee
34745,Kissimmee
34746,Kissimmee
34747,Kissimmee
34758,Kissimmee
34759,Kissimmee
32091,Kngsly Lake
33041,Ky Wst
33935,La Belle
32658,La Crosse
33935,Labelle
33975,Labelle
33537,Lacoochee
32158,Lady Lake
32159,Lady Lake
32162,Lady Lake
32163,Lady Lake
33850,Lake Alfred
32830,Lake Buena Vis
32830,Lake Buena Vista
32054,Lake Butler
32061,Lake Butler
32024,Lake City
32025,Lake City
32055,Lake City
32056,Lake City
33406,Lake Clarke
33406,Lake Clarke Shores
32157,Lake Como
32160,Lake Geneva
33851,Lake Hamilton
33459,Lake Harbor
32744,Lake Helen
32746,Lake Mary
32795,Lake Mary
32747,Lake Monroe
33538,Lake Panasoffke
33538,Lake Panasoffkee
33403,Lake Park
33852,Lake Placid
33862,Lake Placid
34266,Lake Suzy
34269,Lake Suzy
33853,Lake Wales
33854,Lake Wales
33855,Lake Wales
33856,Lake Wales
33859,Lake Wales
33867,Lake Wales
33898,Lake Wales
33449,Lake Worth
33454,Lake Worth
33460,Lake Worth
33461,Lake Worth
33462,Lake Worth
33463,Lake Worth
33465,Lake Worth
33466,Lake Worth
33467,Lake Worth
33801,Lakeland
33802,Lakeland
33803,Lakeland
33804,Lakeland
33805,Lakeland
33806,Lakeland
33807,Lakeland
33809,Lakeland
33810,Lakeland
33811,Lakeland
33812,Lakeland
33813,Lakeland
33815,Lakeland
33854,Lakeshore
34202,Lakewood Ranch
34203,Lakewood Ranch
34211,Lakewood Ranch
34212,Lakewood Ranch
34240,Lakewood Ranch
34202,Lakewood Rch
34203,Lakewood Rch
34211,Lakewood Rch
34212,Lakewood Rch
34240,Lakewood Rch
32336,Lamont
32323,Lanark Village
34637,Land O Lakes
34638,Land O Lakes
34639,Land O Lakes
34639,Land O' Lakes
33460,Lantana
33462,Lantana
33465,Lantana
33770,Largo
33771,Largo
33772,Largo
33773,Largo
33774,Largo
33775,Largo
33776,Largo
33777,Largo
33778,Largo
33779,Largo
33308,Laud By Sea
33062,Laud By The Sea
33309,Laud Lakes
33311,Laud Lakes
33313,Laud Lakes
33319,Laud Lakes
33330,Laud Lakes
33319,Lauder Hill
33321,Lauder Hill
33062,Lauderdale by the Sea
33308,Lauderdale by the Sea
33312,Lauderdale Isles
33309,Lauderdale Lakes
33311,Lauderdale Lakes
33313,Lauderdale Lakes
33319,Lauderdale Lakes
33311,Lauderhill
33313,Lauderhill
33319,Lauderhill
33321,Lauderhill
33351,Lauderhill
34272,Laurel
32567,Laurel Hill
32058,Lawtey
33001,Layton
33305,Lazy Lake
33313,Ldhl
33319,Ldhl
33321,Ldhl
34460,Lecanto
34461,Lecanto
32059,Lee
33973,Leehigh
33974,Leehigh
33976,Leehigh
33973,Leehigh Acres
33974,Leehigh Acres
33976,Leehigh Acres
34748,Leesburg
34749,Leesburg
34788,Leesburg
34789,Leesburg
33936,Lehigh
33971,Lehigh
33972,Lehigh
33973,Lehigh
33974,Lehigh
33976,Lehigh
33936,Lehigh Acres
33970,Lehigh Acres
33971,Lehigh Acres
33972,Lehigh Acres
33973,Lehigh Acres
33974,Lehigh Acres
33976,Lehigh Acres
33030,Leisure City
33033,Leisure City
33064,Lghthse Point
33074,Lghthse Point
33064,Lighthouse Point
33074,Lighthouse Point
33547,Lithia
33042,Little Torch Key
32060,Live Oak
32064,Live Oak
32337,Lloyd
32662,Lochloosa
32810,Lockhart
34228,Long Boat Key
33001,Long Key
34228,Longboat Key
32750,Longwood
32752,Longwood
32779,Longwood
32791,Longwood
33857,Lorida
33858,Loughman
32663,Lowell
33036,Lower Matecumbe Key
33042,Lower Sugarloaf Key
33470,Loxahatchee
33470,Loxahatchee Groves
33255,Ludlam
32061,Lulu
33548,Lutz
33549,Lutz
33558,Lutz
33559,Lutz
33042,Lwr Sugarloaf
33470,Lxhtchee Groves
32444,Lynn Haven
32063,Macclenny
33608,Macdill AFB
33708,Madeira Beach
33738,Madeira Beach
32340,Madison
32341,Madison
34771,Magnolia Sq
34771,Magnolia Square
32751,Maitland
32794,Maitland
32950,Malabar
32445,Malone
33462,Manalapan
34260,Manasota
33550,Mango
33407,Mangonia Park
33050,Marathon
33051,Marathon
33052,Marathon
33050,Marathon Shores
33052,Marathon Shores
33050,Marathon Shrs
33052,Marathon Shrs
34145,Marco Island
34146,Marco Island
33063,Margate
33065,Margate
33068,Margate
33073,Margate
33076,Margate
33093,Margate
32446,Marianna
32447,Marianna
32448,Marianna
34471,Maricamp
34472,Maricamp
34480,Maricamp
32569,Mary Esther
34604,Masaryktown
34753,Mascotte
33036,Matecumbe Key
33993,Matlacha
33991,Matlacha Isle
33991,Matlacha Isles
32234,Maxville
32066,Mayo
32227,Mayport
32228,Mayport
32233,Mayport
32228,Mayport Nav S
32228,Mayport Nav Station
32227,Mayport Naval Housing
32228,Mayport Naval Station
32227,Maypt Nav Hou
32062,Mc Alpin
32568,Mc David
32664,Mc Intosh
32062,McAlpin
32664,McIntosh
33166,Medley
33178,Medley
32901,Melbourne
32902,Melbourne
32903,Melbourne
32904,Melbourne
32905,Melbourne
32906,Melbourne
32907,Melbourne
32908,Melbourne
32909,Melbourne
32910,Melbourne
32911,Melbourne
32912,Melbourne
32919,Melbourne
32934,Melbourne
32935,Melbourne
32936,Melbourne
32937,Melbourne
32940,Melbourne
32941,Melbourne
32951,Melbourne
32951,Melbourne Bch
32951,Melbourne Beach
32904,Melbourne Village
32666,Melrose
33312,Melrose Vista
32952,Merritt Island
32953,Merritt Island
32954,Merritt Island
32410,Mexico Beach
32456,Mexico Beach
33162,Mia Shores
33162,Mia Shrs
33010,Miami
33011,Miami
33012,Miami
33013,Miami
33014,Miami
33015,Miami
33016,Miami
33017,Miami
33018,Miami
33054,Miami
33055,Miami
33056,Miami
33101,Miami
33102,Miami
33109,Miami
33111,Miami
33112,Miami
33114,Miami
33116,Miami
33119,Miami
33122,Miami
33124,Miami
33125,Miami
33126,Miami
